FILIAL;REFERÊNCIA_COR;DESCRIÇÃO_PRODUTO;CATEGORIA;SUB CATEGORIA;VALOR_VENDA;QTDE_ESTOQUE;STATUS_REFERÊNCIA;MOTIVO_STATUS;STATUS_DESATIVADO
LOJA 01;29.15351_0005;SHORT ESTONADO BORDADO                  ;BERMUDA /SHORT;SHORT;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16719_0005;CAMISA LISTRA BAUHAUS PRETO             ;BLUSA;CAMISA;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12311_0005;BLUSA GOLA ALTA BABADO PESPONTO COLOR   ;BLUSA;BLUSA;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.04843_038;BLUSA ALCA RECORTE LATERAL              ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15448_27592;CAMISA ESTAMPA DRINK COM BORDADO        ;BLUSA;CAMISA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.04988_002;BLUSA CROPPED BORDADO                   ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15460_0005;TOP ALGODAO TRES PESPONTO ALCA LARGAS   ;BLUSA;TOP;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11694_019;VESTIDO CURTO ESTAMPA ONDAS             ;VESTIDO;VESTIDO;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12697_027;SAIA MIDI ESTONADA                      ;SAIA;SAIA;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.17023_0024;BLUSA PALA TRICOT DECOTE V              ;BLUSA;BLUSA;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15483_0005;SHORT LINHO BOTOES MARINHEIRO           ;BERMUDA /SHORT;SHORT;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.05450_019;BLUSA CROPPED ECO ESTAMPA PIAO          ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15492_27590;VESTIDO GGT ESTAMPA NAUTICA MIDI        ;VESTIDO;VESTIDO;479;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11740_0332;VESTIDO CURTO ESTAMPA PARQUE            ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.02783_019;VESTIDO MANGA  FLOR DO DESERTO          ;VESTIDO;VESTIDO;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.17336_30203;BLUSA ESTAMPA CAMO                      ;BLUSA;BLUSA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15624_04070;VESTIDO GGT ALCA DUPLA DRAPEADO CURTO   ;VESTIDO;VESTIDO;299;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13625_27272;CROPPED ALCA ESTAMPA TACOS              ;BLUSA;CROPPED;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13041_0024;VESTIDO MIDI LISTRADO ALCA TRANCA       ;VESTIDO;VESTIDO;199;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.01044_016;CALCA TRICOT PANTACOURT PONTO XIS       ;CALÇA;CALÇA;269;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13158_010;PULSEIRA GOMOS RESINA                   ;ACESSÓRIO;PULSEIRA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14687_04022;VESTIDO GGT FRENTE UNICA                ;VESTIDO;VESTIDO;299;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13162_2421;SANDALIA COURO TIRAS MANDALA            ;SAPATO;SANDALIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14702_0024;SAIA MIDI BABADO LASTEX                 ;SAIA;SAIA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15773_0024;VESTIDO LONGO MANGA BUFANTE             ;VESTIDO;VESTIDO;259;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14718_04060;CAMISA LONGA BOTAO CASHMERE             ;BLUSA;CAMISA;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15776_04066;CAMISA LISTRA PISTACHE                  ;BLUSA;CAMISA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14736_0024;TUNICA BORDADA QUADRADOS                ;BLUSA;TUNICA;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15788_0024;VESTIDO MIDI LINHO LASTEX               ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14778_04022;SAIA CURTA ROLOTE LATERAL               ;SAIA;SAIA;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15815_0024;VESTIDO MIDI DECOTE ELASTICO            ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14788_04074;VESTIDO CURTO DECOTE QUADRADO           ;VESTIDO;VESTIDO;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15818_0024;CALCA BARRA ELASTICO                    ;CALÇA;CALÇA;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14804_27668;BLUSA ESTAMPA PORCELANA                 ;BLUSA;BLUSA;109;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07668_816;VESTIDO MIDI PALA LASTEX                ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14808_27411;CALCA ESTAMPA FLOREIO                   ;CALÇA;CALÇA;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15928_30001;MACACAO ESTAMPA NATUREZA ESTRELA        ;MACACAO;MACACAO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14809_27416;CALCA ESTAMPA HERMOSA                   ;CALÇA;CALÇA;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13345_27001;VESTIDO MIDI ESTAMPA SARI HIBISCO       ;VESTIDO;VESTIDO;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14812_27669;CALCA ESTAMPA PORCELANA                 ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15945_04308;BLUSA VIVO FRANZIDO                     ;BLUSA;BLUSA;109;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14820_27413;VESTIDO CURTO ESTAMPA JARDINES PRETO    ;VESTIDO;VESTIDO;129;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.15953_04302;SAIA LAPIS FAIXA BORDADO                ;SAIA;SAIA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.05889_038;SAIA MIDI TRANSPASSE BOTOES             ;SAIA;SAIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13438_27000;BLUSA ESTAMPA VICHY CITRICO             ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14842_0068;RASTEIRA GLADIADORA PALHA PEIXE         ;SAPATO;RASTEIRA;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16039_0005;BLUSA PALA DECOTE                       ;BLUSA;BLUSA;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14845_27418;VESTIDO MIDI ESTAMPA TABASCO            ;VESTIDO;VESTIDO;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13466_04007;BLUSA ALCA JABOUR                       ;BLUSA;BLUSA;99;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.11812_025;VESTIDO MIDI BUSTO DRAPEADO             ;VESTIDO;VESTIDO;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16161_27255;SHORT ESTAMPA EL PESCADOR               ;BERMUDA /SHORT;SHORT;159;1;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
LOJA 01;29.14851_27600;TOP BORDADO ORNAMENTO                   ;BLUSA;TOP;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16361_04317;VESTIDO MIDI ALCA DUPLA                 ;VESTIDO;VESTIDO;279;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.01048_038;CALCA TRICOT PANTACOURT LUREX           ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16386_04317;CAMISA PREGAS MG BUFANTE                ;BLUSA;CAMISA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14863_27570;BLUSA ESTAMPA PISCINA ACAPULCO          ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13470_27249;BLUSA ESTAMPA PINATA                    ;BLUSA;BLUSA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14874_04068;VESTIDO MIDI DECOTE COSTAS              ;VESTIDO;VESTIDO;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13477_27252;VESTIDO GGT  ESTAMPA PASION             ;VESTIDO;VESTIDO;389;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14888_04071;BLUSA DETALHE COSTAS AMARRACAO          ;BLUSA;BLUSA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13494_04035;CALCA CREPE COS BOTOES PERNA AFUNILADA  ;CALÇA;CALÇA;299;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14900_04065;CALCA PALA PESPONTO                     ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16468_30031;CASACO TRICOT EST LABIRINTO             ;CASACO / JAQUETA;CASACO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14903_04066;VESTIDO MIDI BUSTO LASTEX               ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07689_2436;VESTIDO CURTO PREGAS DECOTE             ;VESTIDO;VESTIDO;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14908_27560;CAMISA LAISE ESTAMPA IRIS               ;BLUSA;CAMISA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16715_0001;REGATA ALCA DUPLA ELASTICO              ;BLUSA;REGATA;49;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14438_27278;MACACAO ESTAMPA ENAMORADOS              ;MACACAO;MACACAO;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16766_0024;BLUSA SILK SO COOL                      ;BLUSA;BLUSA;59;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14451_011;SHORT BARRA FENDA LATERAL               ;BERMUDA /SHORT;SHORT;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16866_0005;VESTIDO CURTO DECOTE VAZADO             ;VESTIDO;VESTIDO;199;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.14455_04035;CALCA BARRA BARBICACHO                  ;CALÇA;CALÇA;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16939_04319;VESTIDO MIDI DECOTE BABADO              ;VESTIDO;VESTIDO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14456_04035;BLUSA CROPPED TRANSPASSE FRENTE         ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16958_04329;VESTIDO MIDI ALCA ROLOTE                ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14478_026;REGATA CAVADA LISTRA FILO               ;BLUSA;REGATA;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.17028_031;BLUSA SILK FLAMING HEART MESCLA         ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14509_27282;MACACAO ESTAMPA ISLA                    ;MACACAO;MACACAO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.17115_0024;BLUSA MANGA CURTA BOLSO                 ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14633_1652;CALCA ZIPER FRENTE                      ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.17285_04328;SANDALIA ANABELA AMARRACAO CAMURCA      ;SAPATO;SANDALIA;279;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14666_04017;COLAR CORDA PATUA                       ;ACESSÓRIO;COLAR;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.17419_04014;BLUSA TRICOT DETALHE PUIDO              ;BLUSA;BLUSA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14671_04026;CINTO BICOLOR FIVELA CACTO              ;ACESSÓRIO;CINTO;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14337_04006;BLUSA MANGA CURTA BORDADO PINGO         ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14674_04031;BLUSA CREPE ALCA CORDAO SAO FRANCISCO   ;BLUSA;BLUSA;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14683_04034;VESTIDO GGT MIDI MANGA LONGA            ;VESTIDO;VESTIDO;399;1;COM FOTO;ATIVO NO SITE;0
CD SP;29.14008_04002;TUNICA DECOTE RECHEIO                   ;BLUSA;TUNICA;21384;224;COM FOTO;ATIVO NO SITE;0
CD SP;29.08852_1099;CALCA PANTACOURT LATERAL SEM COSTURA    ;CALÇA;CALÇA;26549;191;SEM FOTO;SEM FOTO;0
CD SP;29.13366_27253;SHORT ESTAMPA MANTILHA                  ;BERMUDA /SHORT;SHORT;23769;185;COM FOTO;ATIVO NO SITE;0
CD SP;29.14261_27292;BLUSA ESTAMPA PUERTO                    ;BLUSA;BLUSA;22796;167;COM FOTO;ATIVO NO SITE;0
CD SP;29.13470_27249;BLUSA ESTAMPA PINATA                    ;BLUSA;BLUSA;14652;158;COM FOTO;ATIVO NO SITE;0
CD SP;29.16716_04328;BLUSA FRANZIDOS                         ;BLUSA;BLUSA;14454;149;SEM FOTO;SEM FOTO;0
CD SP;29.13999_04019;COLETE RECORTES MANGA PESPONTO          ;COLETE / KIMONO;COLETE;24948;133;COM FOTO;ATIVO NO SITE;0
CD SP;29.06295_2435;SHORT BALONE CINTO ILHOS                ;BERMUDA /SHORT;SHORT;12375;128;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
CD SP;29.15671_0015;VESTIDO MIDI LISTRA LARGA SONHO         ;VESTIDO;VESTIDO;16958;127;SEM FOTO;SEM FOTO;0
CD SP;29.06735_098;CALCA CLOCHARD                          ;CALÇA;CALÇA;16837;113;SEM FOTO;SEM FOTO;0
CD SP;29.15927_30014;TOP ESTAMPA CERDA                       ;BLUSA;TOP;8216;110;COM FOTO;ATIVO NO SITE;0
CD SP;29.15927_30015;TOP ESTAMPA CERDA                       ;BLUSA;TOP;8216;109;COM FOTO;ATIVO NO SITE;0
CD SP;29.13941_27258;BLUSA CROPPED ESTAMPA MAYA              ;BLUSA;BLUSA;14317;107;COM FOTO;ATIVO NO SITE;0
CD SP;29.14246_0005;RASTEIRA TIRA FLORES METAL              ;SAPATO;RASTEIRA;17711;105;COM FOTO;ATIVO NO SITE;0
CD SP;29.17028_031;BLUSA SILK FLAMING HEART MESCLA         ;BLUSA;BLUSA;8989;104;COM FOTO;ATIVO NO SITE;0
CD SP;29.14853_27418;TOP ESTAMPA TABASCO                     ;BLUSA;TOP;7663;104;COM FOTO;ATIVO NO SITE;0
CD SP;29.14628_04003;BLUSA CROPPED LASTEX                    ;BLUSA;BLUSA;13483;99;COM FOTO;ATIVO NO SITE;0
CD SP;29.14509_27282;MACACAO ESTAMPA ISLA                    ;MACACAO;MACACAO;18507;98;COM FOTO;ATIVO NO SITE;0
CD SP;29.13381_4451;TOP BABADO DECOTE                       ;BLUSA;TOP;9603;97;SEM FOTO;SEM FOTO;0
CD SP;29.14702_0024;SAIA MIDI BABADO LASTEX                 ;SAIA;SAIA;15394;94;COM FOTO;ATIVO NO SITE;0
CD SP;29.14237_0005;SANDALIA MULE LISTRADA                  ;SAPATO;SANDALIA;17313;94;COM FOTO;ATIVO NO SITE;0
CD SP;29.13361_27253;VESTIDO MIDI ESTAMPA MANTILHA           ;VESTIDO;VESTIDO;14328;94;COM FOTO;ATIVO NO SITE;0
CD SP;29.15321_04035;TOP TRICOT TRAMA BICOLOR                ;BLUSA;TOP;10965;93;COM FOTO;ATIVO NO SITE;0
CD SP;29.14005_04001;CALCA MICROFLARE                        ;CALÇA;CALÇA;12218;93;COM FOTO;ATIVO NO SITE;0
CD SP;29.15481_27591;SHORT ESTAMPA DRINK PRETO               ;BERMUDA /SHORT;SHORT;14857;90;COM FOTO;ATIVO NO SITE;0
CD SP;29.17433_00083;CASACO TRICOT DEGRADE                   ;CASACO / JAQUETA;CASACO;34314;89;COM FOTO;ATIVO NO SITE;0
CD SP;29.13967_1511;SHORT TRICOT NERVURA LUREX              ;BERMUDA /SHORT;SHORT;13833;89;COM FOTO;ATIVO NO SITE;0
CD SP;29.17285_04328;SANDALIA ANABELA AMARRACAO CAMURCA      ;SAPATO;SANDALIA;18972;88;COM FOTO;ATIVO NO SITE;0
CD SP;29.15307_0024;SHORT BORDADO BARRA BICOLOR             ;BERMUDA /SHORT;SHORT;10008;86;COM FOTO;ATIVO NO SITE;0
CD SP;29.16554_04328;SHORT SARJA RECORTES COTELE             ;BERMUDA /SHORT;SHORT;8757;85;COM FOTO;ATIVO NO SITE;0
CD SP;29.17032_04000;SANDALIA TIRAS APLIQUES                 ;SAPATO;SANDALIA;12888;84;SEM FOTO;SEM FOTO;0
CD SP;29.15812_0091;CALCA JEANS CINTURA BAIXA               ;CALÇA;CALÇA;12402;84;SEM FOTO;SEM FOTO;0
CD SP;29.15104_04068;SHORT SARJA CLOCHARD TIE DYE            ;BERMUDA /SHORT;SHORT;10877;83;COM FOTO;ATIVO NO SITE;0
CD SP;29.14929_04076;TOP TRICOT  LISTRA ALCA FINA            ;BLUSA;TOP;9163;81;COM FOTO;ATIVO NO SITE;0
CD SP;29.16546_04328;SHORT PREGAS VELUDO COTELE              ;BERMUDA /SHORT;SHORT;13783;79;COM FOTO;ATIVO NO SITE;0
CD SP;29.15811_0091;CALCA JEANS CINTURA BAIXA               ;CALÇA;CALÇA;12084;78;SEM FOTO;SEM FOTO;0
CD SP;29.16039_0005;BLUSA PALA DECOTE                       ;BLUSA;BLUSA;9159;76;COM FOTO;ATIVO NO SITE;0
CD SP;29.12282_0005;BLUSA MANGA LONGA SEGUNDA PELE          ;BLUSA;BLUSA;6004;76;SEM FOTO;SEM FOTO;0
CD SP;29.15216_04067;SHORT PALA COM AMARRACAO                ;BERMUDA /SHORT;SHORT;9288;74;COM FOTO;ATIVO NO SITE;0
CD SP;29.14259_0024;BLUSA ELASTICO BABADO                   ;BLUSA;BLUSA;9030;74;COM FOTO;ATIVO NO SITE;0
CD SP;29.16501_8240;CASACO TRICOT LISTRAS 3D                ;CASACO / JAQUETA;CASACO;14427;72;COM FOTO;ATIVO NO SITE;0
CD SP;29.14673_27270;TOP ESTAMPA TULIPAS                     ;BLUSA;TOP;6633;72;COM FOTO;ATIVO NO SITE;0
CD SP;29.16812_0015;SAIA MIDI LISTRA TORONTO FILO           ;SAIA;SAIA;9238;71;COM FOTO;ATIVO NO SITE;0
CD SP;29.13840_0015;KIMONO TRICOT LISTRADO TELA             ;COLETE / KIMONO;KIMONO;15572;71;COM FOTO;ATIVO NO SITE;0
CD SP;29.13156_0068;COLAR PINGENTE TIGRE                    ;ACESSÓRIO;COLAR;3479;71;SEM FOTO;SEM FOTO;0
CD SP;29.16095_0091;CROPPED JEANS ZIGUE ZAGUE ESCURO        ;BLUSA;CROPPED;6138;70;COM FOTO;ATIVO NO SITE;0
CD SP;29.17394_30163;TOP ESTAMPA MOURISCO                    ;BLUSA;TOP;7735;69;COM FOTO;ATIVO NO SITE;0
CD SP;29.17097_0005;BLUSA MANGA LONGA CAVA RAGLAN           ;BLUSA;BLUSA;6052;68;COM FOTO;FOTO TRATAMENTO;0
CD SP;29.17398_04000;ESPADRILLE AMARRACAO CAMURCA            ;SAPATO;ESPADRILLE;16932;68;COM FOTO;ATIVO NO SITE;0
CD SP;29.16382_04317;TOP JACQUARD                            ;BLUSA;TOP;5841;68;COM FOTO;ATIVO NO SITE;0
CD SP;29.10107_038;BOLSA HERA                              ;BOLSA;BOLSA;4692;68;SEM FOTO;SEM FOTO;0
CD SP;29.15720_04022;CINTO FINO ARGOLAS PESPONTOS CINTURA    ;ACESSÓRIO;CINTO;5148;67;COM FOTO;ATIVO NO SITE;0
CD SP;29.15154_0091;COLETE JEANS RECORTES COTELE            ;COLETE / KIMONO;COLETE;17629;65;COM FOTO;ATIVO NO SITE;0
CD SP;29.15008_04062;BLUSA LISTRA COZUMEL                    ;BLUSA;BLUSA;5340;65;COM FOTO;FOTO TRATAMENTO;0
CD SP;29.14680_04002;VESTIDO DECOTE DETALHE                  ;VESTIDO;VESTIDO;8618;65;COM FOTO;ATIVO NO SITE;0
CD SP;29.17156_04328;TOP ALGODAO FAIXA                       ;BLUSA;TOP;8896;64;SEM FOTO;SEM FOTO;0
CD SP;29.16527_067;CALCA TRICOT LISTRA COM BRILHO          ;CALÇA;CALÇA;13695;63;COM FOTO;ATIVO NO SITE;0
CD SP;29.07698_019;VESTIDO MIDI ESTAMPA RENASCENCA         ;VESTIDO;VESTIDO;12537;63;SEM FOTO;SEM FOTO;0
CD SP;29.14669_04061;VESTIDO MIDI DECOTE BABADO              ;VESTIDO;VESTIDO;10348;62;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
CD SP;29.16149_2614;BLUSA BASICA OMBRO DESLOCADO            ;BLUSA;BLUSA;4140;61;SEM FOTO;SEM FOTO;0
CD SP;29.11715_2718;COLETE ESTAMPA ASAS                     ;COLETE / KIMONO;COLETE;8062;61;COM FOTO;ATIVO NO SITE;0
CD SP;29.05212_816;BLUSA BOLSO FRONTAL                     ;BLUSA;BLUSA;6039;61;SEM FOTO;SEM FOTO;0
CD SP;29.17143_0005;PULSEIRA RESINA PEDRA UNICA             ;ACESSÓRIO;PULSEIRA;6708;60;COM FOTO;ATIVO NO SITE;0
CD SP;29.15623_04003;TOP ALGODAO ALCA CRUZADA FRENTE         ;BLUSA;TOP;5445;60;SEM FOTO;SEM FOTO;0
CD SP;29.14164_1652;BLUSA OMBRO BABADO                      ;BLUSA;BLUSA;6837;60;COM FOTO;ATIVO NO SITE;0
CD SP;29.15810_00083;BODY TRICOT MULTICOLOR                  ;BLUSA;BODY;13695;58;COM FOTO;ATIVO NO SITE;0
CD SP;29.14529_04013;PULSEIRA MICANGA QUADRICULADA           ;ACESSÓRIO;PULSEIRA;4356;58;COM FOTO;ATIVO NO SITE;0
CD SP;29.15319_8242;SANDALIA AMARRACAO CORDAS               ;SAPATO;SANDALIA;11679;57;COM FOTO;ATIVO NO SITE;0
CD SP;29.16497_0005;CASACO TRICOT PONTO RENDADO             ;CASACO / JAQUETA;CASACO;7876;56;COM FOTO;ATIVO NO SITE;0
CD SP;29.15460_0005;TOP ALGODAO TRES PESPONTO ALCA LARGAS   ;BLUSA;TOP;6321;56;COM FOTO;ATIVO NO SITE;0
CD SP;29.14884_04074;BLUSA CROPPED DECOTE RECHEIO            ;BLUSA;BLUSA;4950;55;COM FOTO;ATIVO NO SITE;0
CD SP;29.15111_04068;COLETE SARJA TIE  DYE                   ;COLETE / KIMONO;COLETE;7950;55;COM FOTO;ATIVO NO SITE;0
CD SP;29.14494_04002;REGATA CANELADA DECOTE U                ;BLUSA;REGATA;2352;55;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
CD SP;29.14524_04016;PULSEIRA ENROSCADA DE MICANGA           ;ACESSÓRIO;PULSEIRA;4879;55;COM FOTO;ATIVO NO SITE;0
CD SP;29.01914_2511;BLUSA BORDADO SIGNOS                    ;BLUSA;BLUSA;2695;55;COM FOTO;ATIVO NO SITE;0
CD SP;29.15651_27561;SANDALIA SOLADO PALHA AMARRACAO         ;SAPATO;SANDALIA;10878;54;COM FOTO;ATIVO NO SITE;0
CD SP;29.16502_0326;CASACO TRICOT TELA COM BOLSOS           ;CASACO / JAQUETA;CASACO;11655;54;COM FOTO;ATIVO NO SITE;0
CD SP;29.16502_0005;CASACO TRICOT TELA COM BOLSOS           ;CASACO / JAQUETA;CASACO;11396;54;COM FOTO;ATIVO NO SITE;0
CD SP;29.14332_04013;SAIA MIDI RECORTE ASSIMETRICO           ;SAIA;SAIA;7314;54;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
CD SP;29.14852_27417;TOP ESTAMPA LINCE AZUL                  ;BLUSA;TOP;3397;53;COM FOTO;ATIVO NO SITE;0
CD SP;29.16445_2614;KIMONO SARJA DESFIADOS                  ;COLETE / KIMONO;KIMONO;7267;52;COM FOTO;ATIVO NO SITE;0
CD SP;29.15901_2614;BLUSA BASICA BARRA A FIO                ;BLUSA;BLUSA;2303;52;SEM FOTO;SEM FOTO;0
CD SP;29.13389_010;CALCA TRICOT FENDAS                     ;CALÇA;CALÇA;11233;52;COM FOTO;ATIVO NO SITE;0
CD SP;29.08143_038;MACACAO PANTACOURT VAZADOS LATERAIS     ;MACACAO;MACACAO;24451;52;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
CD SP;29.16526_04311;BLUSA TRICOT DESAGULHADA BICOLOR        ;BLUSA;BLUSA;7518;51;COM FOTO;ATIVO NO SITE;0
CD SP;29.16161_27255;SHORT ESTAMPA EL PESCADOR               ;BERMUDA /SHORT;SHORT;5883;50;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
CD SP;29.14569_04021;BRACELETE RESINA ELEMENTOS FLOR         ;ACESSÓRIO;BRACELETE;5004;50;COM FOTO;ATIVO NO SITE;0
CD SP;29.14655_04014;COLAR DISCOS COLORIDOS COBRA            ;ACESSÓRIO;COLAR;4865;49;COM FOTO;ATIVO NO SITE;0
CD SP;29.13844_1573;CALCA TRICOT PEPLUM GRAFICA             ;CALÇA;CALÇA;10755;49;COM FOTO;ATIVO NO SITE;0
CD SP;29.12202_0024;REGATA ALCA CADARCO TORCIDO             ;BLUSA;REGATA;3381;49;SEM FOTO;SEM FOTO;0
CD SP;29.15950_30015;CASACO ESTAMPA CERDA                    ;CASACO / JAQUETA;CASACO;15078;48;COM FOTO;ATIVO NO SITE;0
CD SP;29.16725_0005;VESTIDO LISTRA BAUHAUS PRETO            ;VESTIDO;VESTIDO;5406;47;COM FOTO;ATIVO NO SITE;0
CD SP;29.16900_2279;VESTIDO MIDI DETALHE ELASTICO           ;VESTIDO;VESTIDO;6981;47;SEM FOTO;SEM FOTO;0
CD SP;29.15454_27661;CAMISA LISTRADA CROPPED MANGA CURTA     ;BLUSA;CAMISA;7518;47;COM FOTO;ATIVO NO SITE;0
CD SP;29.14638_27385;BLUSA CROPPED ESTAMPA MINI TACOS        ;BLUSA;BLUSA;6556;47;COM FOTO;ATIVO NO SITE;0
CD SP;29.01914_2507;BLUSA BORDADO SIGNOS                    ;BLUSA;BLUSA;2107;47;COM FOTO;ATIVO NO SITE;0
CD SP;29.17116_0199;BRINCO ARGOLA METAL ACHATADO            ;ACESSÓRIO;BRINCO;4059;46;COM FOTO;ATIVO NO SITE;0
CD SP;29.14671_04026;CINTO BICOLOR FIVELA CACTO              ;ACESSÓRIO;CINTO;5977;46;COM FOTO;ATIVO NO SITE;0
CD SP;29.14569_04018;BRACELETE RESINA ELEMENTOS FLOR         ;ACESSÓRIO;BRACELETE;6394;46;COM FOTO;ATIVO NO SITE;0
